SKU,Description,Name,DisplayName,Available in SNaP,Pricing Formula,Cost,FranchisePrice,RetailPrice,Series,UOM,ProductType,VendorName,VendorItemNum,Type,Thickness,TypeCode,ColorCode,ProfileCode,IsActive
PM-0000015,BACKWOODS SYCAMORE250 1/4,Backwoods Sycamore250,BACKWOODS SYCAMORE250 1/4,0,PM Thermo,1.408,3.8316,17.79,0,SF,PM,LUMBER,0,2,0.25,10205,114050,0,N
PM-0000018,BIRCH250 1/4,Birch250,BIRCH250 1/4,0,PM Thermo,1.61,4.0685,18.26,0,SF,PM,UKNOWN,0,2,0.25,10205,114350,0,N
PM-0000019,Black 250,Black250,Onyx,yes,PM Thermo,1.266,3.6668,17.45,KRONOSPAN,SF,PM,SPELLMAN,0,2,0.25,10200,114450,0,Y
PM-0000022,Brown Pearwood 250,Brown Pearwood250,Walk in the Woods,yes,PM Thermo,1.832,4.3363,18.78,PANOLAM,SF,PM,SPELLMAN,0,2,0.25,10205,115000,0,Y
PM-0000024,U New England Almond 250,U New England Almond 250,Cafe Au Lait,yes,PM Thermo,1.476,3.914,17.94,UNIBOARD,SF,PM,SPELLMAN,0,2,0.25,10200,110200,0,Y
PM-0000025,CABINET ALMOND FF250 1/4,Caninet Almond FF 10205,Cabinet Almond,yes,PM Thermo,1.183,3.5638,17.26,0,SF,PM,UKNOWN,0,2,0.25,10200,110202,0,N
PM-0000030,CASTLE OAK II250 1/4,Castle Oak 20100,CASTLE OAK II,0,PM Thermo,1.425,3.8522,17.83,0,SF,PM,LUMBER,0,2,0.25,10205,117040,0,N
PM-0000035,COUNTRY MAPLE250 1/4,Country Maple250,COUNTRY MAPLE250 1/4,0,PM Thermo,1.074,3.4402,17,0,SF,PM,UKNOWN,0,2,0.25,10205,117680,0,Y
PM-0000036,CRACKLE CRUNCH250 1/4,Crackle Crunch250,Tigerlilly (Crackle Crunch) Δ,yes,PM Thermo,1.423,3.8522,17.82,0,SF,PM,UKNOWN,0,2,0.25,10205,117700,0,Y
PM-0000037,Custom Grey 250,Custom Grey 250,Mystic Cloud,yes,PM Thermo,1.486,3.9243,17.97,PANOLAM,SF,PM,SPELLMAN,0,2,0.25,10200,117850,0,Y
PM-0000041,DURA WHT_ALM250 1/4,Dura Wht_Alm250,Dura wht_alm,0,PM Garage,0.656,2.3381,9.6,0,SF,PM,DURAPLAY,0,2,0.25,10200,191050,0,N
PM-0000043,EGGAR 954 WHT250 1/4 G2S,Eggar White250,WInter White,yes,PM Garage,0.781,2.4823,9.8,0,SF,PM,HARDWOODS,0,2,0.25,10200,191010,0,Y
PM-0000045,U Graphite Spectrum 250,U Graphite Spectrum250,Night Skies,yes,PM Thermo,1.636,4.0994,18.32,UNIBOARD,SF,PM,SPELLMAN,0,2,0.25,10200,123050,0,Y
PM-0000050,EXQUISITE ELM250 1/4,Exquisite Elm250,En Plein Air,0,PM Thermo,1.379,3.8007,17.72,0,SF,PM,SPELLMAN,0,2,0.25,10205,308900,0,N
PM-0000054,U Canadian Grey 250,U Canadian Grey250,Steel Grey,yes,PM Thermo,1.476,3.914,17.94,UNIBOARD,SF,PM,SPELLMAN,0,2,0.25,10200,126600,0,Y
PM-0000057,GOTTA HAVIT250 1/4,Gotta Havit250,Mango Tango,0,PM Thermo,1.484,3.9243,17.96,0,SF,PM,UKNOWN,0,2,0.25,10205,129640,0,N
PM-0000061,GUNSTOCK WALNUT250 1/4,Gunstock Walnut250,Maple Walnut,0,PM Thermo,1.546,3.9964,18.12,0,SF,PM,UKNOWN,0,2,0.25,10205,129850,0,N
PM-0000062,HARDROCK MAPLE250 1/4,Hardrock Maple250,Hardrock Maple,0,PM Thermo,1.276,3.6771,17.47,0,SF,PM,LUMBER,0,2,0.25,10205,132020,0,N
PM-0000069,MAHOGANY250 1/4,Mahogany250,EB U Esterel 1mm,0,PM Thermo,1.44,3.8728,17.86,0,SF,PM,LUMBER,0,2,0.25,10205,147010,0,N
PM-0000071,MAHOGANY IMPRESSION250 1/4,Mahogany Impression250,Acer Rubrum,0,PM Thermo,1.404,3.8213,17.78,0,SF,PM,LUMBER,0,2,0.25,10205,147030,0,N
PM-0000074,Mocha Cherry 250,Mocha Cherry250,Cafe Mocha,yes,PM Thermo,1.917,4.429,18.98,PANOLAM,SF,PM,SPELLMAN,0,2,0.25,10205,147450,0,Y
PM-0000080,Negotiating in Geneva 250,Negotiating in Geneva250,Cozy Cashmere,yes,PM Thermo,1.886,4.3981,18.91,PANOLAM,SF,PM,SPELLMAN,0,2,0.25,10200,150200,0,Y
PM-0000082,Witchcraft 250,Witchcraft250,Tea Kettle,yes,PM Thermo,1.672,4.1406,18.41,PANOLAM,SF,PM,SPELLMAN,0,2,0.25,10205,150350,0,Y
PM-0000084,NUTMEG CHERRY250 1/4,Nutmeg Cherry250,Nutmeg Cherry,0,PM Thermo,1.517,3.9552,18.04,0,SF,PM,LUMBER,0,2,0.25,10205,150850,0,N
PM-0000085,Opulent Olmo250 1/4,Opulent Olmo250,Riverwood (Opulent Olmo) Δ,0,PM Thermo,1.42,3.8419,17.82,0,SF,PM,UKNOWN,0,2,0.25,10205,20,0,Y
PM-0000086,OATMEAL COOKIE250 1/4,Oatmeal Cookie250,OATMEAL COOKIE250 1/4 (Malibu Sands),0,PM Thermo,1.385,3.8007,17.74,0,SF,PM,UKNOWN,0,2,0.25,10205,60,0,N
PM-0000088,White W954 250,White W954 250,Winter White 250,yes,PM Thermo,1.49,3.9243,17.98,EGGER,SF,PM,HARDWOODS,0,2,0.25,10200,110100,0,Y
PM-0000090,PEACH COBBLER250 1/4,Peach Cobbler250,PEACH COBBLER250 1/4 (Apple Fritter),0,PM Thermo,1.388,3.811,17.74,0,SF,PM,UKNOWN,0,2,0.25,10205,155000,0,N
PM-0000092,Pepperdust 250,Pepperdust 250,Agreeable Greige,yes,PM Thermo,2.098,4.6453,19.41,PANOLAM,SF,PM,SPELLMAN,0,2,0.25,10200,156260,0,Y
PM-0000104,SELECT WALNUT250 1/4,Select Walnut250,Select Walnut,0,PM Thermo,1.445,3.8728,17.87,0,SF,PM,UKNOWN,0,2,0.25,10205,162210,0,N
PM-0000113,Graphite Grey 250,Graphite Grey250,Gunmetal,yes,PM Thermo,1.363,3.7801,17.68,KRONOSPAN,SF,PM,SPELLMAN,0,2,0.25,10200,162800,0,Y
PM-0000115,SUNSET250 1/4,Sunset 20100,SUNSET250 1/4 (Autumn Orchards),0,PM Thermo,1.399,3.8213,17.77,0,SF,PM,UKNOWN,0,2,0.25,10205,162860,0,N
PM-0000124,TWILIGHT250 1/4,Twilight250,Twilight,0,PM Thermo,1.35,3.7595,17.66,0,SF,PM,UKNOWN,0,2,0.25,10205,165950,0,N
PM-0000129,WEDDING CAKE250 1/4,Wedding Cake250,Chocolate Swirl (Wedding Cake) Δ,0,PM Thermo,1.334,3.7389,17.62,0,SF,PM,UKNOWN,0,2,0.25,10205,174090,0,Y
PM-0000132,Willow Gray 250,Willow Gray 250,Overcast,yes,PM Thermo,1.476,3.914,17.94,UNIBOARD,SF,PM,SPELLMAN,0,2,0.25,10200,174360,0,Y
PM-0000135,Looks Likatre250 1/4,Looks Likatre250,Tallow (Looks Likatre) Δ,0,PM Thermo,1.471,3.9037,17.93,0,SF,PM,UKNOWN,0,2,0.25,10205,123060,0,Y
PM-0000139,Tryto Savatre 250,Tryto Savatre250,Cypress,yes,PM Thermo,1.735,4.223,18.55,PANOLAM,SF,PM,SPELLMAN,0,2,0.25,10205,123064,0,Y
PM-0000140,Aimtoo Savatre250 1/4,Aimtoo Savatre250,Aimtoo Savatre,0,PM Thermo,1.407,3.8316,17.79,0,SF,PM,UKNOWN,0,2,0.25,10205,123065,0,N
PM-0000141,Iwantoo Savatre250 1/4,Iwantoo Savatre 20100,Iwantoo Savatre,0,PM Thermo,1.315,3.7183,17.56,0,SF,PM,UKNOWN,0,2,0.25,10205,123066,0,N
PM-0000145,Franklin Walnut TW 250,TL Absolute Acajou250,Georgia Pecans,yes,PM Thermo,1.598,4.0582,18.24,KRONOSPAN,SF,PM,SPELLMAN,0,2,0.25,10100,165350,0,Y
PM-0000147,Black SN 250,Black SN 250,Coal Mines,yes,PM Thermo,1.339,3.7492,17.63,KRONOSPAN,SF,PM,SPELLMAN,0,2,0.25,10250,165352,0,Y
PM-0000151,TL Leave Likatre250 1/4,TL Leave Likatre 20150,TL Leave Likatre250 1/4,0,PM Thermo,1.406,3.8316,17.78,TIMBERLINE,SF,PM,SPELLMAN,0,2,0.25,10100,165400,0,N
PM-0000152,TL Looks Likeatre 250,TL Looks Likatre,Zen Garden,yes,PM Thermo,1.989,4.5217,19.15,PANOLAM,SF,PM,SPELLMAN,0,2,0.25,10100,165354,0,Y
PM-0000153,TL Opto Printatre250 1/4,TL Opto Printatre250,Vineyard Grapevine,0,PM Thermo,1.477,3.914,17.95,TIMBERLINE,SF,PM,UKNOWN,0,2,0.25,10100,165355,0,N
PM-0000155,TL Oxford White250 1/4,TL Oxford White250,Frosted Forest (Oxford White TL) Δ,0,PM Thermo,1.12,3.4917,17.12,TIMBERLINE,SF,PM,UKNOWN,0,2,0.25,10250,165357,0,Y
PM-0000158,TL Trytoo Savatre250 1/4,TL Trytoo Savatre250,Wicked Cypress (Tryto Savatre TL) Δ,0,PM Thermo,1.61,4.0685,18.26,TIMBERLINE,SF,PM,UKNOWN,0,2,0.25,10205,165358,0,Y
PM-0000159,BLACK 1/2 TF G2,Black 12200,BLACK 1/2 TF G2,0,PM Thermo,0.872,3.193,16.53,0,SF,PM,UKNOWN,0,2,0.5,12200,114450,0,N
PM-0000160,CABINET ALMOND 1/2 TF G2,Cabinet Almond500,Cafe Au Lait,0,PM Thermo,0.751,3.0488,16.25,0,SF,PM,UKNOWN,0,2,0.5,12200,110200,0,Y
PM-0000161,OXFORD WHITE 1/2 TF G2,Oxford White500,Winter White (Oxford White),yes,PM Thermo,0.751,3.0488,16.25,0,SF,PM,UKNOWN,0,2,0.5,12200,110100,0,Y
PM-0000169,CL Rustic Oak250 1/4,CL Rustic Oak250,CL Rustic Oak,0,PM Thermo,2.63,5.2736,20.66,CLEAF,SF,PM,EBBRADLEYCO,0,2,0.25,10100,110720,0,N
PM-0000170,CL Lakeshore Oak250 1/4,CL Lakeshore Oak250,CL Lakeshore Oak,0,PM Thermo,2.917,5.6135,21.33,CLEAF,SF,PM,EBBRADLEYCO,0,2,0.25,10100,110730,0,N
PM-0000184,T After Hours 250,T AFTER HOURS250,Espresso Yourself,yes,PM Thermo,2.77,5.4487,20.98,TAFISA,SF,PM,HARDWOODS,0,2,0.25,10100,107100,0,Y
PM-0000185,T Apres Ski 250,T Apres Ski250,Townhouse Teatime,yes,PM Thermo,2.77,5.4487,20.98,TAFISA,SF,PM,HARDWOODS,0,2,0.25,10100,107050,0,Y
PM-0000186,T CASTING AT FIRST LIGHT250 1/4,T Casting at First Light 10250,T Casting at First Light,0,PM Thermo,2.031,4.5732,19.25,TAFISA,SF,PM,UKNOWN,0,2,0.25,10100,107200,0,N
PM-0000187,T STARGAZER250 1/4,T Stargazer 10250,T Stargazer,0,PM Thermo,2.031,4.5732,19.25,TAFISA,SF,PM,UKNOWN,0,2,0.25,10100,107600,0,N
PM-0000188,T Sunday Brunch 250,T Sunday Brunch 250,Candlelight Dinner,0,PM Thermo,2.77,5.4487,20.98,TAFISA,SF,PM,UKNOWN,0,2,0.25,10100,107625,0,Y
PM-0000189,T SUNSET CRUISE250 1/4,T Sunset Cruise 10250,T Sunset Cruise,0,PM Thermo,2.031,4.5732,19.25,TAFISA,SF,PM,UKNOWN,0,2,0.25,10100,107650,0,N
PM-0000190,T Tea For Two 250,T Tea For Two 250,Chamomile Comfort,yes,PM Thermo,2.77,5.4487,20.98,TAFISA,SF,PM,HARDWOODS,0,2,0.25,10100,107700,0,Y
PM-0000192,T WEEKEND GETAWAY250 1/4,T Weekend Getaway 10250,T Weekend Getaway,0,PM Thermo,2.031,4.5732,19.25,TAFISA,SF,PM,UKNOWN,0,2,0.25,10100,107900,0,N
PM-0000193,T WINTER FUN250 1/4,T_Winter_Fun250,Moonlit Lake (Winter Fun Tafisa) Δ,0,PM Thermo,2.031,4.5732,19.25,TAFISA,SF,PM,UKNOWN,0,2,0.25,10100,107925,0,Y
PM-0000194,U Driftwood 250,U Driftwood250,Silver Elm,yes,PM Thermo,2.457,5.0779,20.25,UNIBOARD,SF,PM,SPELLMAN,0,2,0.25,10100,167000,0,Y
PM-0000195,U Ember 250,U Ember250,Sable,yes,PM Thermo,2.457,5.0779,20.25,UNIBOARD,SF,PM,SPELLMAN,0,2,0.25,10100,167005,0,Y
PM-0000197,U MYSTIC250 1/4,U Mystic250,U Mystic,0,PM Thermo,1.938,4.4599,19.03,UNIBOARD,SF,PM,UKNOWN,0,2,0.25,10100,167015,0,N
PM-0000198,U Silva 250,U Silva250,Kentucky Coffee Tree,yes,PM Thermo,2.457,5.0779,20.25,UNIBOARD,SF,PM,SPELLMAN,0,2,0.25,10100,167020,0,Y
PM-0000217,T After Hours 750,T After Hours,Espresso Yourself,yes,PM Thermo,2.89,5.5826,21.27,TAFISA,SF,PM,SPELLMAN,0,2,0.75,5,107100,0,Y
PM-0000218,T Apres Ski 750,T Apres Ski,Townhouse Teatime,yes,PM Thermo,2.89,5.5826,21.27,TAFISA,SF,PM,SPELLMAN,0,2,0.75,5,107050,0,Y
PM-0000219,T CASTING AT FIRST LIGHT 3/4,T Casting at First Light ,T Casting at First Light,0,PM Thermo,2.094,4.6453,19.4,TAFISA,SF,PM,UKNOWN,0,2,0.75,15150,107200,0,N
PM-0000220,T STARGAZER 3/4,T Stargazer ,T Stargazer,0,PM Thermo,2.094,4.6453,19.4,TAFISA,SF,PM,UKNOWN,0,2,0.75,15150,107600,0,N
PM-0000221,T Sunday Brunch 750,T Sunday Brunch,Candlelight Dinner,0,PM Thermo,2.89,5.5826,21.27,TAFISA,SF,PM,HARDWOODS,0,2,0.75,5,107625,0,Y
PM-0000222,T SUNSET CRUISE 3/4,T Sunset Cruise ,T Sunset Cruise,0,PM Thermo,2.094,4.6453,19.4,TAFISA,SF,PM,UKNOWN,0,2,0.75,15150,107650,0,N
PM-0000223,T Tea For Two 750,T Tea For Two,Chamomile Comfort,yes,PM Thermo,2.89,5.5826,21.27,TAFISA,SF,PM,HARDWOODS,0,2,0.75,5,107700,0,Y
PM-0000225,T WEEKEND GETAWAY 3/4,T Weekend Getaway ,T Weekend Getaway,0,PM Thermo,2.094,4.6453,19.4,TAFISA,SF,PM,UKNOWN,0,2,0.75,15150,107900,0,N
PM-0000226,T WINTER FUN 3/4,T_Winter_Fun,Moonlit Lake (Winter Fun Tafisa) Δ,0,PM Thermo,2.094,4.6453,19.4,TAFISA,SF,PM,UKNOWN,0,2,0.75,5,107925,0,Y
PM-0000227,U Driftwood 750,U Driftwood750,Silver Elm,yes,PM Thermo,2.514,5.1397,20.38,UNIBOARD,SF,PM,SPELLMAN,0,2,0.75,5,167000,0,Y
PM-0000228,U Ember 750,U Ember750,Sable,yes,PM Thermo,2.514,5.1397,20.38,UNIBOARD,SF,PM,SPELLMAN,0,2,0.75,5,167005,0,Y
PM-0000230,U MYSTIC 3/4,U Mystic,U Mystic,0,PM Thermo,2.172,4.738,19.58,UNIBOARD,SF,PM,UKNOWN,0,2,0.75,15150,167015,0,N
PM-0000231,U Silva 750,Silva 750,Kentucky Coffee Tree,yes,PM Thermo,2.514,5.1397,20.38,UNIBOARD,SF,PM,SPELLMAN,0,2,0.75,5,167020,0,Y
PM-0000280,CL Rialto 3/4,CL Rialto,CL Rialto,yes,PM Thermo,3.79,6.6538,23.38,CLEAF,SF,PM,EBBRADLEYCO,0,2,0.75,15150,110710,0,N
PM-0000281,CL Rustic Oak 3/4,CL Rustic Oak,CL Rustic Oak,yes,PM Thermo,2.894,5.5929,21.28,CLEAF,SF,PM,EBBRADLEYCO,0,2,0.75,15150,110720,0,N
PM-0000282,CL Lakeshore Oak 3/4,CL Lakeshore Oak250,CL Lakeshore Oak,yes,PM Thermo,2.894,5.5929,21.28,CLEAF,SF,PM,EBBRADLEYCO,0,2,0.75,15150,110730,0,N
PM-0000286,CL KHAKI LINEN 3/4,CL Khaki Linen,CL Khaki Linen,yes,PM Thermo,3.113,5.8504,21.79,CLEAF,SF,PM,EBBRADLEYCO,0,2,0.75,15150,110850,0,N
PM-0000295,Franklin Walnut 750,Franklin Walnut 750,Georgia Pines,yes,PM Thermo,1.866,4.3775,18.86,KRONOSPAN,SF,PM,SPELLMAN,0,2,0.75,3,111000,0,Y
PM-0000297,AFTERNOON SHOWERS 3/4,Afternoon Showers,Afternoon Showers,yes,PM Thermo,1.933,4.4496,19.02,0,SF,PM,SPELLMAN,0,2,0.75,15200,111250,0,N
PM-0000305,ANTIQUE WHITE 3/4,ANTIQUE WHITE,Bridal Shower (Antique White) Δ,yes,PM Thermo,1.732,4.2127,18.54,0,SF,PM,LUMBER,0,2,0.75,2,111590,0,Y
PM-0000306,ANTIQUE WHITE FORMLD FREE 3/4,Antique White FF 3,Bridal Shower (Antique White) Δ,yes,PM Thermo,1.006,3.3578,16.84,0,SF,PM,UKNOWN,0,2,0.75,15205,111590,0,N
PM-0000309,Arbor Myrtle 750,Arbor Myrtle,Sugar Maple,yes,PM Thermo,1.943,4.4599,19.04,PANOLAM,SF,PM,SPELLMAN,0,2,0.75,3,111710,0,Y
PM-0000313,BIRCH 3/4,Birch 2,BIRCH 3/4,yes,PM Thermo,2.16,4.7174,19.55,0,SF,PM,LUMBER,0,2,0.75,15200,114350,0,N
PM-0000315,Black 750,Black,Onyx,yes,PM Thermo,1.38,3.8007,17.72,KRONOSPAN,SF,PM,SPELLMAN,0,2,0.75,2,114450,0,Y
PM-0000318,Brown Pearwood 750,Brown Pearwood,Walk in the Woods,yes,PM Thermo,2.003,4.532,19.19,PANOLAM,SF,PM,SPELLMAN,0,2,0.75,3,115000,0,Y
PM-0000321,U New England Almond 750,Cabinet Almond ,Cafe Au Lait,no,PM Thermo,1.829,4.326,18.78,UNIBOARD,SF,PM,SPELLMAN,0,2,0.75,2,110200,0,Y
PM-0000322,CABINET ALMOND FORMLD FREE 3/4,Cabinet Almond FF 3,Cafe Au Lait (Cabinet Almond),no,PM Thermo,1.183,3.5638,17.26,0,SF,PM,SPELLMAN,0,2,0.75,15205,110202,0,N
PM-0000329,CASTLE OAK II 3/4,Castle Oak II 2,CASTLE OAK II,no,PM Thermo,1.987,4.5217,19.15,0,SF,PM,UKNOWN,0,2,0.75,15200,117040,0,N
PM-0000336,COUNTRY MAPLE 3/4,COUNTRY MAPLE,COUNTRY MAPLE 3/4,no,PM Thermo,1.327,3.7389,17.6,0,SF,PM,LUMBER,0,2,0.75,15205,117680,0,Y
PM-0000337,CRACKLE CRUNCH 3/4,Crackle Crunch,Tigerlilly (Crackle Crunch) Δ,yes,PM Thermo,1.887,4.3981,18.91,0,SF,PM,UKNOWN,0,2,0.75,3,117700,0,Y
PM-0000338,Custom Grey 750,Custom Grey 750,Mystic Cloud,yes,PM Thermo,1.639,4.0994,18.33,PANOLAM,SF,PM,SPELLMAN,0,2,0.75,2,117850,0,Y
PM-0000342,DURA ALMOND 3/4 T225,Duraply Almond,Duraply Almond,no,PM Garage,0.97,2.6986,10.13,0,SF,PM,SPELLMAN,0,2,0.75,15200,191020,0,N
PM-0000344,DURA WHT_ALM 3/4,Dura WHT_ALM,Cafe Au Lait / Winter White (Cabinet Almond/Ox White),yes,PM Garage,0.97,2.6986,10.13,0,SF,PM,DURAPLAY,0,2,0.75,1,191050,0,N
PM-0000348,DURA CIN MYRTLE 2S 3/4,Dura Cinnamon Myrtle 2,DURA CIN MYRTLE 2S 3/4,no,PM Garage,0.76,2.4617,9.77,0,SF,PM,SPELLMAN,0,2,0.75,15200,117350,0,N
PM-0000354,DURA WHITE 3/4 G2S W662,DURA WHITE,Winter White / Winter White (Ox White/Ox White),yes,PM Garage,1.06,2.8016,10.27,0,SF,PM,SPELLMAN,0,2,0.75,1,191010,0,N
PM-0000357,DURA WHT_GRPH SPK 3/4,DURA WHT_GRPH SPK,Cosmic Dust / Winter White (Graphite Spectrum/Ox White),no,PM Garage,0.934,2.6574,10.07,0,SF,PM,DURAPLAY,0,2,0.75,1,191150,0,N
PM-0000359,DURA WHT_FOG GREY 3/4,DURA WHT_FOG GREY,Steel Grey / Winter White (Fog Grey/Ox White),no,PM Garage,1.053,2.7913,10.26,0,SF,PM,DURAPLAY,0,2,0.75,1,191250,0,N
PM-0000361,DURA WHT_HRDRCK MPL 3/4,DURA WHT_HRDRCK MPL,Danish Maple / Winter White (Hard Rock Maple/Ox White),no,PM Garage,0.812,2.5132,9.85,0,SF,PM,DURAPLAY,0,2,0.75,1,191260,0,N
PM-0000365,U Graphite Spectrum 750,Ebony Sand,Night Skies,yes,PM Thermo,1.764,4.2539,18.63,UNIBOARD,SF,PM,SPELLMAN,0,2,0.75,2,123050,0,Y
PM-0000372,EXQUISITE ELM 3/4,EXQUISITE ELM,En Plein Air,no,PM Thermo,1.903,4.4187,18.95,0,SF,PM,SPELLMAN,0,2,0.75,15200,123950,0,N
PM-0000376,U Canadian Grey 750,U Canadian Grey 750,Steel Grey,yes,PM Thermo,1.828,3.914,17.94,UNIBOARD,SF,PM,SPELLMAN,0,2,0.75,2,126600,0,Y
PM-0000379,GOTTA HAVIT 3/4,Gotta Havit 2,Mango Tango,no,PM Thermo,1.832,4.3363,18.78,0,SF,PM,UKNOWN,0,2,0.75,15200,129640,0,N
PM-0000383,GUNSTOCK WALNUT 3/4,GUNSTOCK WALNUT,Maple Walnut,yes,PM Thermo,2.22,4.7895,19.7,0,SF,PM,LUMBER,0,2,0.75,15200,129850,0,N
PM-0000384,HARDROCK MAPLE 3/4,Hardrock Maple,Hardrock Maple,yes,PM Thermo,1.736,4.223,18.55,0,SF,PM,LUMBER,0,2,0.75,15200,132020,0,N
PM-0000391,MAHOGANY 3/4,Mahogany,Mahogany Impression (Acer Rubrum),yes,PM Thermo,1.941,4.4599,19.03,0,SF,PM,LUMBER,0,2,0.75,15200,147010,0,N
PM-0000393,MAHOGANY IMPRESSION 3/4,Mahogany Impression,Acer Rubrum,yes,PM Thermo,1.876,4.3878,18.88,0,SF,PM,UKNOWN,0,2,0.75,15200,147030,0,N
PM-0000397,Mocha Cherry 750,Mocha Cherry,Cafe Mocha,yes,PM Thermo,2.058,4.6041,19.31,PANOLAM,SF,PM,SPELLMAN,0,2,0.75,3,147450,0,Y
PM-0000403,Negotiating in Geneva 750,Negotiating in Geneva,Cozy Cashmere,yes,PM Thermo,2.029,4.5629,19.25,PANOLAM,SF,PM,SPELLMAN,0,2,0.75,2,150200,0,Y
PM-0000406,Witchcraft 750,Witchcraft,Tea Kettle,yes,PM Thermo,1.82,4.3157,18.76,PANOLAM,SF,PM,SPELLMAN,0,2,0.75,3,150350,0,Y
PM-0000409,NUTMEG CHERRY 3/4,Nutmeg Cherry,Nutmeg Cherry,yes,PM Thermo,2.108,4.6556,19.43,0,SF,PM,LUMBER,0,2,0.75,15200,150850,0,N
PM-0000411,OATMEAL COOKIE 3/4,Oatmeal Cookie 2,OATMEAL COOKIE 3/4 (Malibu Sands),yes,PM Thermo,1.912,4.429,18.97,0,SF,PM,UKNOWN,0,2,0.75,15200,60,0,N
PM-0000412,Opullent Olmo 3/4,Opullent Olmo 2,Opullent Olmo 3/4,no,PM Thermo,1.895,4.4084,18.93,0,SF,PM,UKNOWN,0,2,0.75,15200,20,0,N
PM-0000413,White 954 750,Oxford White,Winter White,yes,PM White,0.998,2.7295,12.44,EGGER,SF,PM,HARDWOODS,0,2,0.75,2,110100,0,Y
PM-0000414,White 954 XL 750,White 954 XL 750,Winter White XL,yes,PM White,0.998,2.7295,12.44,EGGER,SF,PM,HARDWOODS,0,2,0.75,9,110100,0,Y
PM-0000415,OXFORD WHITE FORMALD FREE 3/4,Oxford White,Oxford White (Frost),no,PM Thermo,1.135,3.5123,17.15,0,SF,PM,UKNOWN,0,2,0.75,15205,110100,0,N
PM-0000417,PEACH COBBLER 3/4,Peach Cobbler,PEACH COBBLER 3/4 (Apple Fritter),yes,PM Thermo,1.919,4.4393,18.98,0,SF,PM,UKNOWN,0,2,0.75,15200,155000,0,N
PM-0000420,Pepperdust 750,Pepperdust,Agreeable Greige,yes,PM Thermo,2.235,4.8101,19.73,PANOLAM,SF,PM,SPELLMAN,0,2,0.75,2,156260,0,Y
PM-0000432,SELECT WALNUT 3/4,Select Walnut,Select Walnut,yes,PM Thermo,1.992,4.5217,19.16,0,SF,PM,LUMBER,0,2,0.75,15200,162210,0,N
PM-0000442,Graphite Grey 750,Storm ,Gunmetal,yes,PM Thermo,1.59,4.0479,18.22,KRONOSPAN,SF,PM,SPELLMAN,0,2,0.75,2,162800,0,Y
PM-0000444,SUNSET 3/4,Sunset 2,SUNSET 3/4 (Autumn Orchards),no,PM Thermo,1.918,4.4393,18.98,0,SF,PM,UKNOWN,0,2,0.75,15200,162860,0,N
PM-0000456,TWILIGHT 3/4,Twilight,Twilight,no,PM Thermo,2.011,4.5423,19.21,0,SF,PM,UKNOWN,0,2,0.75,15200,165950,0,N
PM-0000461,WEDDING CAKE 3/4,Wedding Cake,Chocolate Swirl (Wedding Cake) Δ,yes,PM Thermo,1.883,4.3981,18.9,0,SF,PM,UKNOWN,0,2,0.75,3,174090,0,Y
PM-0000463,Willow Gray 750,Willow Grey,Overcast,yes,PM Thermo,1.829,4.326,18.78,UNIBOARD,SF,PM,SPELLMAN,0,2,0.75,2,174360,0,Y
PM-0000475,OXFORD WHITE 1in TF,OXFORD WHITE 1in,Winter White,no,PM Garage,1.508,3.3063,11.03,0,SF,PM,UKNOWN,0,2,1,18200,110100,0,Y
PM-0000478,Dura White 1in,Dura White 1in,Winter White 1in,yes,PM Garage,1.358,3.1312,10.78,DURAPLY,SF,PM,SPELLMAN,0,2,1,18200,191010,0,Y
PM-0000482,Looks Likatre 3/4,Looks Likatre,Tallow (Looks Likatre) Δ,yes,PM Thermo,1.979,4.5114,19.13,0,SF,PM,UKNOWN,0,2,0.75,3,123060,0,Y
PM-0000486,Tryto Savatre 750,Tryto Savatre,Cypress,yes,PM Thermo,1.878,4.3878,18.89,PANOLAM,SF,PM,SPELLMAN,0,2,0.75,3,123064,0,Y
PM-0000494,Franklin Walnut TW 750,Franklin Walnut TW 750,Georgia Pecans,yes,PM Thermo,1.913,4.429,18.97,KRONOSPAN,SF,PM,SPELLMAN,0,2,0.75,5,165350,0,Y
PM-0000496,Black SN 750,Black SN 750,Coal Mines,yes,PM Thermo,1.452,3.8831,17.89,KRONOSPAN,SF,PM,SPELLMAN,0,2,0.75,4,165352,0,Y
PM-0000498,TL Looks Likeatre 750,TL Looks Likeatre,Zen Garden,yes,PM Thermo,2.128,4.6865,19.47,PANOLAM,SF,PM,SPELLMAN,0,2,0.75,5,165354,0,Y
PM-0000499,TL Opto Printatre 3/4,TL Opto Printatre,Vineyard Grapevine,yes,PM Thermo,1.96,4.4805,19.08,TIMBERLINE,SF,PM,UKNOWN,0,2,0.75,15150,165355,0,N
PM-0000501,TL Oxford White 3/4,TL Oxford White,Frosted Forest (Oxford White TL) Δ,yes,PM Thermo,1.513,3.9552,18.03,TIMBERLINE,SF,PM,UKNOWN,0,2,0.75,15150,165357,0,Y
PM-0000502,TL Trytoo Savatre 3/4,TL Trytoo Savatre,Wicked Cypress (Tryto Savatre TL) Δ,yes,PM Thermo,2.009,4.5423,19.2,TIMBERLINE,SF,PM,UKNOWN,0,2,0.75,5,165358,0,Y
